﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:6wVViUl2xSRoDK2T7dMZbR","Bizarre Love Triangle","New Order","Brotherhood [Collector's Edition]","1","6","263213","spotify:user:trinity3infinity","2015-07-02T17:23:42Z"
"spotify:track:3VgVhmZkA99quKw6O5NLNh","Copacabana - Remastered","Barry Manilow","The Complete Collection...And Then Some","2","2","245066","spotify:user:1264248857","2015-07-02T17:24:37Z"
"spotify:track:3MrRksHupTVEQ7YbA0FsZK","The Final Countdown","Europe","The Final Countdown","1","1","310333","spotify:user:trinity3infinity","2015-07-02T17:25:18Z"
"spotify:track:0Qf280hQZTsB5qQVX7T0bl","Put Your Hand Inside the Puppet Head","They Might Be Giants","They Might Be Giants","1","2","132666","spotify:user:trinity3infinity","2015-07-02T17:25:41Z"
"spotify:track:0ej0YkMM8E0WOWuWVZliDh","Summer Nights","John Travolta, Olivia Newton-John","Grease","1","2","216906","spotify:user:1264248857","2015-07-02T17:25:44Z"
"spotify:track:4tPFEWRuNQhibDQSGB2PVE","Don't Want To Know If You Are Lonely","Hüsker Dü","Candy Apple Grey","1","2","210866","spotify:user:trinity3infinity","2015-07-02T17:25:57Z"
"spotify:track:01Mpj13vURSO3cCLprPt5T","Raining Blood","Slayer","Reign In Blood (Expanded)","1","10","254400","spotify:user:trinity3infinity","2015-07-02T17:26:29Z"
"spotify:track:6io0LJIP9ntX35hTfaxwQG","Lay Down Sally","Eric Clapton","Slowhand 35th Anniversary (Super Deluxe)","1","3","236093","spotify:user:1264248857","2015-07-02T17:27:35Z"
"spotify:track:53yBKCc5S7u8zzutqepkiT","Short People","Randy Newman","Little Criminals","1","1","171640","spotify:user:1264248857","2015-07-02T17:28:21Z"
"spotify:track:3YRCqOhFifThpSRFJ1VWFM","November Rain","Guns N' Roses","Use Your Illusion I (Explicit Version)","1","10","537506","spotify:user:bdisraeli","2015-07-02T17:38:28Z"
"spotify:track:1B75hgRqe7A4fwee3g3Wmu","U Can't Touch This","MC Hammer","Please Hammer Don't Hurt 'Em","1","2","257360","spotify:user:bdisraeli","2015-07-02T17:38:43Z"
"spotify:track:1yo16b3u0lptm6Cs7lx4AD","Fight The Power","Public Enemy","Fear Of A Black Planet","1","20","282640","spotify:user:bdisraeli","2015-07-02T17:40:13Z"
"spotify:track:7FO7BolIZsl1o8DDSjeOph","Twin Peaks Theme - Instrumental","Angelo Badalamenti","Soundtrack From Twin Peaks","1","1","310013","spotify:user:bdisraeli","2015-07-02T17:42:37Z"
"spotify:track:1ZozGivTAYsOwhy6LVHsPX","Kool Thing","Sonic Youth","Goo","1","4","246200","spotify:user:bdisraeli","2015-07-02T18:14:32Z"
"spotify:track:2yWf3FJLwB0ytfOpgqLoa2","I Want A New Drug","Huey Lewis & The News","Sports","1","4","285800","spotify:user:irregulargalaxies","2015-07-02T21:25:15Z"
"spotify:track:6HA97v4wEGQ5TUClRM0XLc","99 Luftballons","Nena","99 Luftballons","1","11","233000","spotify:user:irregulargalaxies","2015-07-02T21:28:27Z"
"spotify:track:1MbXT8seUKcMGtTMrbnEAP","Burning Down The House","Talking Heads","Speaking In Tongues","1","1","243333","spotify:user:irregulargalaxies","2015-07-02T21:25:38Z"
"spotify:track:269rUyj7DapVabdn6Fuz2M","Jumpin' Jack Flash","The Rolling Stones","Through The Past, Darkly (Big Hits Vol. 2) [UK]","1","1","221746","spotify:user:eatyourgreens","2015-07-03T06:36:34Z"
"spotify:track:2VqIE9BdE2hENbuKHjIOTp","This Guy's In Love With You","Herb Alpert & The Tijuana Brass","The Beat Of The Brass","1","11","239786","spotify:user:eatyourgreens","2015-07-03T06:38:13Z"
"spotify:track:7bYmjmpkhVnfomNwuVISR3","This Wheel's On Fire","Julie Driscoll, Brian Auger & The Trinity","Music For Sixties","1","1","210680","spotify:user:eatyourgreens","2015-07-03T06:39:27Z"
"spotify:track:1RhMKwKd9Q5TFymED9d6sg","Dream A Little Dream Of Me","The Mamas & The Papas","The Ultimate Collection","1","7","195000","spotify:user:eatyourgreens","2015-07-03T06:41:38Z"
"spotify:track:35IB8ejsfTmMdomr2jKfZW","Lazy Sunday","Small Faces","Ogden's Nut Gone Flake","1","6","189573","spotify:user:eatyourgreens","2015-07-03T06:45:16Z"
"spotify:track:2wqLeLFjYysvSF59NexozU","What a Wonderful World","Louis Armstrong","What a Wonderful World","1","1","138893","spotify:user:eatyourgreens","2015-07-03T07:12:10Z"
"spotify:track:0wtHjEAzLYYyGuk2WtpGwS","Easy","Commodores","The Very Best Of The Commodores","1","1","260893","spotify:user:alexbowyer","2015-07-03T08:44:38Z"
"spotify:track:40riOy7x9W7GXjyGp4pjAv","Hotel California","Eagles","Hotel California (Remastered)","1","1","391376","spotify:user:alexbowyer","2015-07-03T08:44:55Z"
"spotify:track:5wQVLZ01qf2B63Sz9cAAKu","Yes Sir, I Can Boogie","Baccara","Ultimate 70's Party","1","1","273856","spotify:user:alexbowyer","2015-07-03T08:46:46Z"
"spotify:track:57gJ6kVr4Pcg21uEpE1V4M","2-4-6-8 Motorway","Tom Robinson Band","Playlist: 70s Pop","1","17","197933","spotify:user:alexbowyer","2015-07-03T08:47:44Z"
"spotify:track:49RUdNvwSiUTC8fBh4KKoC","Nobody Does It Better","Carly Simon","The Spy Who Loved Me (Soundtrack)","1","1","212666","spotify:user:alexbowyer","2015-07-03T08:49:35Z"
"spotify:track:3iypU9F4bnrvKI8gYfj4ov","Boom! Shake the Room","DJ Jazzy Jeff & The Fresh Prince","Platinum & Gold Collection","1","4","226026","spotify:user:perry_roper","2015-07-03T08:56:01Z"
"spotify:track:1SssFw74DdHVjRa6ADggdD","Sweat (A La La La La Long)","Inner Circle","Blazzin' Fire","1","2","227067","spotify:user:perry_roper","2015-07-03T08:56:44Z"
"spotify:track:371VkfwKiXJxgH5ZPoQNHD","The Joker","Steve Miller Band","The Joker","1","5","264503","spotify:user:becky1505","2015-07-03T09:03:07Z"
"spotify:track:4W4wYHtsrgDiivRASVOINL","Love Shack","The B-52's","Cosmic Thing","1","4","320680","spotify:user:becky1505","2015-07-03T09:04:14Z"
"spotify:track:2HuLP7RRwtl4LZ4ib2GdvY","Killer","Adamski, Seal","Classic 90's","1","9","336400","spotify:user:becky1505","2015-07-03T09:05:11Z"
"spotify:track:3wNXqTMimmuTEj1iEPftC7","Another Day In Paradise","Phil Collins","...But Seriously","1","7","322173","spotify:user:becky1505","2015-07-03T09:07:15Z"
"spotify:track:33yTTqE6qsyWFCnMwjjKHq","Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini","Bombalurina","Party","2","19","218280","spotify:user:becky1505","2015-07-03T09:12:47Z"
"spotify:track:6lrh9jZ1xoMwoErgPSj2rY","All My Love","Led Zeppelin","In Through The Out Door","1","6","351266","spotify:user:cam_allen","2015-07-03T09:52:03Z"
"spotify:track:1QFh8OH1e78dGd3VyJZCAC","Boys Don't Cry","The Cure","Three Imaginary Boys (Deluxe Edition)","2","16","155973","spotify:user:cam_allen","2015-07-03T09:53:08Z"
"spotify:track:6Rcv8LeOnK2i2MZ19n2fl4","Comfortably Numb - 2011 Remastered Version","Pink Floyd","The Best Of Pink Floyd: A Foot In The Door (2011 Remastered Version)","1","10","382296","spotify:user:cam_allen","2015-07-03T09:53:57Z"
"spotify:track:24oPZkxrn8ZByOTOnvotYQ","Rappers Delight","The Sugarhill Gang","R&B Classics Collection","2","20","234746","spotify:user:cam_allen","2015-07-03T09:56:39Z"
"spotify:track:2zYzyRzz6pRmhPzyfMEC8s","Highway to Hell","AC/DC","Highway to Hell","1","1","208400","spotify:user:cam_allen","2015-07-03T09:57:22Z"
"spotify:track:3RmCrGg9NKpAgv291JxXRZ","Going Underground","The Jam","About The Young Idea: The Very Best Of The Jam","2","1","175520","spotify:user:116001551","2015-07-03T10:23:06Z"
"spotify:track:6uCkvrBH53QrYOwynsrAbC","Baggy Trousers","Madness","Complete Madness","1","4","168586","spotify:user:116001551","2015-07-03T13:10:14Z"
"spotify:track:30cHDhxUqgnHq78hv5UjMx","Turning Japanese","The Vapors","Turning Japanese - Best Of The Vapors","1","1","226426","spotify:user:116001551","2015-07-03T13:10:33Z"
"spotify:track:7nDz5dU2fXBNorktWj06cl","I Can't Stand Up For Falling Down","Elvis Costello & The Attractions","The Best Of The First 10 Years","1","10","126466","spotify:user:116001551","2015-07-03T13:11:07Z"
"spotify:track:2zCs0vLKiRO0ctaAji81g5","Crazy Little Thing Called Love - Remastered 2011","Queen","Queen Forever","1","20","163108","spotify:user:116001551","2015-07-03T13:13:16Z"
"spotify:track:0lIoY4ZQsdn5QzhraM9o9u","Because the Night","Patti Smith","Easter","1","3","204800","spotify:user:128278286","2015-07-03T10:45:12Z"
"spotify:track:5LcD4BvRlJOn8inQGT2RUY","Miss You - Remastered","The Rolling Stones","Some Girls","1","1","288666","spotify:user:128278286","2015-07-03T10:48:47Z"
"spotify:track:4pbJqGIASGPr0ZpGpnWkDn","We Will Rock You - Remastered 2011","Queen","News Of The World (2011 Remaster)","1","1","122066","spotify:user:128278286","2015-07-03T10:53:43Z"
"spotify:track:1lCRw5FEZ1gPDNPzy1K4zW","We Are The Champions - Remastered 2011","Queen","News Of The World (2011 Remaster)","1","2","179200","spotify:user:128278286","2015-07-03T10:53:45Z"
"spotify:track:1jgmL1VK9U7XyKIOfVBbqJ","Take A Chance On Me","ABBA","ABBA Gold","1","3","246813","spotify:user:128278286","2015-07-03T10:54:39Z"
"spotify:track:3LmpQiFNgFCnvAnhhvKUyI","Stayin' Alive (Remastered Album Version)","Bee Gees","Number Ones","1","11","285200","spotify:user:128278286","2015-07-03T10:55:00Z"
"spotify:track:1uIp4Asu33mSB0KPCHEnD1","Head Over Heels","Tears For Fears","Tears Roll Down (Greatest Hits 82-92)","1","5","254573","spotify:user:mrniaboc","2015-07-03T12:26:29Z"
"spotify:track:4WfGrAJVC3A5xhUTja0gUG","Money For Nothing","Dire Straits","Brothers In Arms (Remastered)","1","2","510933","spotify:user:mrniaboc","2015-07-03T12:28:34Z"
"spotify:track:4pEXlAqaJXQUKDteKRLun9","Rock Me Amadeus - The Gold Mix","Falco","Falco 3 25th Anniversary Edition","1","1","200666","spotify:user:mrniaboc","2015-07-03T12:29:16Z"
"spotify:track:0iluWxTpC9QOdVPg3PROvm","Hounds Of Love","Kate Bush","Hounds Of Love","1","2","183266","spotify:user:mrniaboc","2015-07-03T12:29:57Z"
"spotify:track:4sVDkyyLmcz7oPjfPEyVDU","The Whole Of The Moon","The Waterboys","The Best Of The Waterboys","1","4","299413","spotify:user:mrniaboc","2015-07-03T12:30:31Z"
"spotify:track:6j5aEqVq8RPyVyKP0Sp0K1","Johnny Come Home","Fine Young Cannibals","The Platinum Collection","1","2","211906","spotify:user:mrniaboc","2015-07-03T12:32:42Z"
"spotify:track:7ojJ4XvqBhBcteM0zjMebT","(I Can't Help) Falling in Love With You","UB40","Promises And Lies","1","7","207440","spotify:user:perry_roper","2015-07-03T15:13:03Z"
