﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:7GDIQqD5pdHCda5rpZ98Ie","Nebraska","Bruce Springsteen","Nebraska","1","1","269813","spotify:user:bdisraeli","2015-06-26T13:48:57Z"
"spotify:track:4tCWWnk3BXinf7FllmSyHW","Everybody Hurts","R.E.M.","Automatic For The People (U.S. Version)","1","4","318240","spotify:user:21kymv5meu6ckaalxjjxf7rwq","2015-06-26T14:00:26Z"
"spotify:track:7z32OMYBFctiZZ5wW0YcUc","Teddybeer","The Rosenberg Trio, Herman van Veen","Herman van Veen Top 100","2","13","196360","spotify:user:martenveldthuis","2015-06-26T13:58:01Z"
"spotify:track:3Ny2bAOt12LLvOVmKV6lBi","Napoleon Solo","At The Drive-In","In/Casino/Out","1","4","288066","spotify:user:bdisraeli","2015-06-26T13:55:11Z"
"spotify:track:5nIu0VwPOsjkF61zfevLKh","Hold My Liquor","Kanye West","Yeezus","1","5","326946","spotify:user:bdisraeli","2015-06-26T14:19:20Z"
"spotify:track:5rpRzNcJZqKQXk9PIjreB6","Hurt","Johnny Cash","Unearthed","5","15","216533","spotify:user:1283588385","2015-06-26T14:21:47Z"
"spotify:track:6iblnklMzUKIXAtjk5lzIy","Whiskey Lullaby","Brad Paisley, Alison Krauss","Mud On The Tires","1","9","259893","spotify:user:21kymv5meu6ckaalxjjxf7rwq","2015-06-26T14:25:40Z"
"spotify:track:0UEy0vG9u6kmFMslgkEtvj","Jar of Hearts","Christina Perri","jar of hearts","1","1","246587","spotify:user:alexbowyer","2015-06-26T14:23:48Z"
"spotify:track:6QPKYGnAW9QozVz2dSWqRg","Someone Like You","Adele","21","1","11","285240","spotify:user:alexbowyer","2015-06-26T14:24:06Z"
"spotify:track:3md1QXAi82tUh1FkJP7K2Y","Happy Ending","MIKA","Life In Cartoon Motion","1","10","273800","spotify:user:alexbowyer","2015-06-26T14:33:01Z"
"spotify:track:3CdlB32GUcH00RtPdFVcsE","Down By The Water - Hurts Remix","The Drums","Me And The Moon","1","6","297837","spotify:user:alexbowyer","2015-06-26T14:34:02Z"
"spotify:track:43IYZ1zQpbXXWhGQEgjAjb","Who Knows Where The Time Goes?","Fairport Convention","Unhalfbricking","1","6","308314","spotify:user:eatyourgreens","2015-06-26T14:28:51Z"
"spotify:track:2h90T02jHEfnEAtnq4Mz7n","Illusion","VNV Nation","Judgement","1","8","286960","spotify:user:trinity3infinity","2015-06-26T14:28:42Z"
"spotify:track:0S1EakeRmbMBpGzPezQMJr","No Future Part Three: Escape From No Future","Titus Andronicus","The Monitor","1","3","316453","spotify:user:bdisraeli","2015-06-26T14:29:26Z"
"spotify:track:4E0lSJ6c5unoku9UIZoJSl","Dust in the Wind","Kansas","The Best Of Kansas","1","4","205600","spotify:user:trinity3infinity","2015-06-26T14:39:48Z"
"spotify:track:6UnGBNWVuwYfdDo9NfKkpP","Who Wants to Live Forever - 2011 Remaster","Queen","A Kind of Magic (Deluxe Remastered Version)","1","6","315653","spotify:user:trinity3infinity","2015-06-26T14:43:59Z"
"spotify:track:1L52NHf7yOsywtWZW5dBNm","Pale Blue Eyes","R.E.M.","Dead Letter Office","1","10","174560","spotify:user:1264248857","2015-06-26T14:41:44Z"
"spotify:track:0eAkT8awa4XzUAGwBAhXDf","Lady Margret","Cassie Franklin","Cold Mountain (Music From the Miramax Motion Picture)","1","13","182173","spotify:user:1264248857","2015-06-26T14:42:39Z"
"spotify:track:7LbCHofa8dsbenYlhFMj7Z","Empty Chairs At Empty Tables","Les Misérables - Original London Cast","Les Misérables - Original 1985 London Cast Recording","2","12","168173","spotify:user:21kymv5meu6ckaalxjjxf7rwq","2015-06-26T14:45:24Z"
"spotify:track:6KyyTheVmJZsNdqwOj0MR3","No Children","The Mountain Goats","Tallahassee","1","7","168306","spotify:user:1264248857","2015-06-26T14:45:48Z"
"spotify:track:6JT2pi8EqW0no5eh2QeEUp","7 O'clock News / Silent Night","Simon & Garfunkel","Parsley, Sage, Rosemary And Thyme","1","12","120866","spotify:user:1264248857","2015-06-26T14:49:30Z"
"spotify:track:2dcB3lv4706Qzapml9T1hV","Strangelove","Depeche Mode","Music for the Masses","1","3","296720","spotify:user:eatyourgreens","2015-06-26T14:54:06Z"
"spotify:track:7oR1tWiCza7ybk0DI2KlJP","Strange Fruit","Billie Holiday","Jazz Innovation- Sarah Vaughn,Billy Holiday & Dinah Washington","1","5","147586","spotify:user:eatyourgreens","2015-06-26T15:00:30Z"
"spotify:track:6Phlvy4vI8cIrM0puZLgSt","A Rainy Night In Soho","The Pogues","Rum Sodomy & The Lash (Expanded)","1","15","283826","spotify:user:eatyourgreens","2015-06-26T15:09:54Z"
"spotify:track:0Qv7xi6uPSqH2k82tOkGSt","Mad World","Tears For Fears","The Hurting","1","2","215400","spotify:user:trinity3infinity","2015-06-26T15:48:45Z"
"spotify:track:6gImuAP8wK2QExTEEpmVPq","I Drink","Ian Siegal with BJ Cole","The Dust","1","8","252280","spotify:user:116001551","2015-06-26T15:37:05Z"
"spotify:track:6pav0KCJLInt6cjZuVJBI0","Crucify Your Mind","Rodríguez","Searching For Sugar Man","1","2","150346","spotify:user:116001551","2015-06-26T16:14:41Z"
"spotify:track:2h1bHtcsyiXmpqXmzn0hpa","Serious Thing","Misty's Big Adventure","Funny Times","1","9","232160","spotify:user:116001551","2015-06-26T16:30:51Z"
