﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:2lw2B5ztbeFgGmiSNbCyet","Dynamic Calories","Stephen Malkmus & The Jicks","Dark Wave","1","2","143560","spotify:user:eatyourgreens","2015-10-23T08:33:55Z"
"spotify:track:7KBYfVHBFkPz9Il4raIHjT","Emma (Remastered)","Sisters Of Mercy","Floodland (Remastered & Expanded; Deluxe Version)","1","12","394479","spotify:user:eatyourgreens","2015-10-23T08:34:39Z"
"spotify:track:6k2tBuGFWX218sOwpCjCfd","Fancy","The Geraldine Fibbers","What Part of Get Thee Gone Don't You Understand?","1","8","274533","spotify:user:eatyourgreens","2015-10-23T08:35:18Z"
"spotify:track:4SHrYghMp47vJik5WAaCx4","John Finn's Wife","Nick Cave & The Bad Seeds","Henry's Dream","1","7","313400","spotify:user:eatyourgreens","2015-10-23T08:36:27Z"
"spotify:track:4HkJZAJUvXmqGquwlXFTCu","Stan","Eminem, Dido","The Marshall Mathers LP (U.K. Only)","1","3","404066","spotify:user:alexbowyer","2015-10-23T08:46:11Z"
"spotify:track:3vgKD50C8hWlQq8HX0Jf8k","Sk8er Boi","Avril Lavigne","Under My Skin/Let Go","2","3","204000","spotify:user:alexbowyer","2015-10-23T08:48:40Z"
"spotify:track:6crBy2sODw2HS53xquM6us","Tribute","Tenacious D","Tenacious D","1","3","248053","spotify:user:215iyqxnackx5ekss5adqd73a","2015-10-23T08:48:52Z"
"spotify:track:40riOy7x9W7GXjyGp4pjAv","Hotel California","Eagles","Hotel California (Remastered)","1","1","391376","spotify:user:215iyqxnackx5ekss5adqd73a","2015-10-23T08:49:08Z"
"spotify:track:3tEuFYWBimv6LeNS5lXBrx","Rime Of The Ancient Mariner - 1998 Remastered Version","Iron Maiden","Powerslave","1","8","814466","spotify:user:215iyqxnackx5ekss5adqd73a","2015-10-23T08:49:32Z"
"spotify:track:4JNi40t7xR5bO3PWxRkiPN","Free Bird","Lynyrd Skynyrd","(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition]","1","8","558933","spotify:user:215iyqxnackx5ekss5adqd73a","2015-10-23T08:51:25Z"
"spotify:track:2fJhYtCJLbFsRTPAQNgmD4","Empty Cans","The Streets","A Grand Don't Come For Free","1","11","495586","spotify:user:alexbowyer","2015-10-23T08:52:42Z"
"spotify:track:2779hybiMKwid1gcrFVMzH","Sally MacLennane","The Pogues","Rum Sodomy & The Lash (Expanded)","1","6","165493","spotify:user:eatyourgreens","2015-10-23T08:56:19Z"
"spotify:track:6CWCgRZ0Hxa2dnrCCvq5bA","JCB","Nizlopi","JCB","1","1","228226","spotify:user:alexbowyer","2015-10-23T08:58:04Z"
"spotify:track:6LmkZSLFvz9q2DPmyhvaBa","David's Last Summer","Pulp","His N Hers","1","11","421000","spotify:user:alexbowyer","2015-10-23T09:01:06Z"
