﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:1jd6XAV5OwaBpEQwgkCAlL","If I Didn't Have You","Tim Minchin","Ready For This ?","1","5","306373","spotify:user:cmk82","2016-01-08T11:05:56Z"
"spotify:track:3DbeAlAMgfNK6c9FFBWX5D","This Song","Paul & Storm","Ball Pit","1","3","166613","spotify:user:cmk82","2016-01-08T11:07:49Z"
"spotify:track:6crBy2sODw2HS53xquM6us","Tribute","Tenacious D","Tenacious D","1","3","248053","spotify:user:215iyqxnackx5ekss5adqd73a","2016-01-08T11:08:40Z"
"spotify:track:1WQxYjEmqIDiWOFoynQn1P","Robots","Flight of the Conchords","Flight Of The Conchords (Standard DMD)","1","9","223360","spotify:user:215iyqxnackx5ekss5adqd73a","2016-01-08T11:11:02Z"
"spotify:track:1MGjGzUE1tBc04RTDiySW0","Motherlover","The Lonely Island, Justin Timberlake","Turtleneck & Chain (Explicit Version)","1","12","169506","spotify:user:215iyqxnackx5ekss5adqd73a","2016-01-08T11:13:01Z"
"spotify:track:6B89ADIwxCw60PHZN6Kdp4","The Loophole","Garfunkel and Oates","Secretions","1","6","278408","spotify:user:215iyqxnackx5ekss5adqd73a","2016-01-08T11:07:20Z"
"spotify:track:5r96TaQquRrlo3Ym3ZlSL2","Amish Paradise (Parody of "Gangsta's Paradise" by Coolio)",""Weird Al" Yankovic","Bad Hair Day","1","1","200026","spotify:user:cmk82","2016-01-08T11:11:22Z"
"spotify:track:5FWFDu7NdKjNdZpKOSnPy8","Fuck Me, Ray Bradbury","Rachel Bloom","Please Love Me","1","1","164814","spotify:user:alexbowyer","2016-01-08T16:52:48Z"
"spotify:track:4JqQWAr47pGEoaMArpA7Z3","Word Crimes",""Weird Al" Yankovic","Mandatory Fun","1","5","223120","spotify:user:alexbowyer","2016-01-08T16:53:49Z"
"spotify:track:59PCsXjyZnAzDTOyC4QdZx","Stonehenge","Ylvis","Stonehenge","1","1","233560","spotify:user:alexbowyer","2016-01-08T16:53:07Z"
"spotify:track:2P089mJphVv1eQWkqScTIb","Threw It On The Ground","The Lonely Island","Turtleneck & Chain (Explicit Version)","1","15","158520","spotify:user:cmk82","2016-01-08T11:13:59Z"
"spotify:track:1RLLZU8KLPbezWwPQU0aJg","The Night Santa Went Crazy",""Weird Al" Yankovic","The Essential Weird Al Yankovic","2","5","241720","spotify:user:215iyqxnackx5ekss5adqd73a","2016-01-08T11:18:45Z"
"spotify:track:0MH7NNIbcrHbujTc8CtE3p","King Kong","Tripod","Songs From Self Saucing","1","2","302840","spotify:user:cmk82","2016-01-08T11:23:14Z"
"spotify:track:0b1ivu7vMqXM3XucIscXZV","The Most Beautiful Girl [In The Room]","Flight of the Conchords","Flight Of The Conchords (Standard DMD)","1","12","242160","spotify:user:cam_allen","2016-01-08T11:20:02Z"
"spotify:track:068smurCqz675qvFsEajw7","Business Time","Flight of the Conchords","Flight Of The Conchords (Standard DMD)","1","13","245160","spotify:user:cam_allen","2016-01-08T11:20:05Z"
"spotify:track:0r0270KL38hMWxcrQYldJU","Bowie","Flight of the Conchords","Flight Of The Conchords (Standard DMD)","1","14","195613","spotify:user:cam_allen","2016-01-08T11:20:08Z"
"spotify:track:3i4rhcH5ojSIphwC0K3k3B","Lord of the Rings in 99 Seconds","Jon Cozart","Lord of the Rings in 99 Seconds","1","1","99370","spotify:user:itsravenous","2016-01-08T11:34:58Z"
"spotify:track:1u0yPyS8gm7zuA1DXBVFlH","I Hold Your Hand in Mine (Live)","Tom Lehrer","Live in Concert","1","15","115733","spotify:user:itsravenous","2016-01-08T11:36:06Z"
"spotify:track:46MnvMDxqgnsBXepUM9Bmj","Bruces' Philosophers' Song","Monty Python","Monty Python Sings (Again)","1","20","54506","spotify:user:eatyourgreens","2016-01-08T12:29:12Z"
"spotify:track:34lyNfNZFpMAP7iMrg7KhQ","All Things Dull And Ugly","Monty Python","Monty Python Sings (Again)","1","22","95093","spotify:user:eatyourgreens","2016-01-08T12:29:22Z"
"spotify:track:5FlLvXBexSInUXW4msvnE4","Poisoning Pigeons In The Park - Live","Tom Lehrer","Tom Lehrer In Concert","1","1","169784","spotify:user:eatyourgreens","2016-01-08T12:53:15Z"
