﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:63vL5oxWrlvaJ0ayNaQnbX","Istanbul","They Might Be Giants","Flood","1","4","153813","spotify:user:1264248857","2015-09-11T19:47:02Z"
"spotify:track:1B2M7VRH3Jn6Di5nieq8r6","Carpetbaggers","Jenny Lewis","Acid Tongue","1","8","213600","spotify:user:12184019594","2015-09-11T19:48:49Z"
"spotify:track:6I7AiEb703MV7PYtHdQGTN","Danger Zone","Kenny Loggins","The Essential Kenny Loggins 3.0","2","4","215600","spotify:user:1217929062","2015-09-11T19:49:01Z"
"spotify:track:5pX2BfYJ5mPnkiuKvGQhmH","Tune Out","The Format","Interventions and Lullabies","1","5","211160","spotify:user:1217929062","2015-09-11T19:50:03Z"
"spotify:track:7kKZqQiFpOy7rcdmUk4JGv","Walking to Do","Ted Leo and the Pharmacists, The Pharmacists","Shake the Sheets","1","11","216642","spotify:user:12184019594","2015-09-11T19:51:40Z"
"spotify:track:59J3FhCGYl18G3ouDReUge","I've Been Everywhere","Johnny Cash","American II: Unchained","1","14","196733","spotify:user:1217929062","2015-09-11T19:53:14Z"
"spotify:track:0L3dRA5vVYXTHhL5ZA6GZO","Come Back From San Francisco","The Magnetic Fields","69 Love Songs","1","7","168066","spotify:user:12184019594","2015-09-11T19:54:02Z"
"spotify:track:78aRLjDiQx6jo0GVW7aDA4","Another Travelin' Song","Bright Eyes","I'm Wide Awake, It's Morning","1","7","256600","spotify:user:mrniaboc","2015-09-11T19:54:11Z"
"spotify:track:1qYsHkUBFSRrGEQqkogO6U","Leaving, on a Jet Plane","John Denver","John Denver's Greatest Hits","1","6","244600","spotify:user:1264248857","2015-09-11T19:54:21Z"
"spotify:track:12nhoRghPNDChpsFaQld4a","The Load Out","Jackson Browne","Running On Empty","1","9","335426","spotify:user:128278286","2015-09-11T19:54:47Z"
"spotify:track:14ldz51B9dRHcRKT5vZU62","Stay - Live","Jackson Browne","Running On Empty","1","10","203840","spotify:user:128278286","2015-09-11T19:54:47Z"
"spotify:track:03VXrViYqJpdhuBEV0p0ak","Homeward Bound","Simon & Garfunkel","Parsley, Sage, Rosemary And Thyme","1","4","149613","spotify:user:1264248857","2015-09-11T19:55:05Z"
"spotify:track:3fKg9Up2k4rMBbGgJQnd85","My Silver Lining","First Aid Kit","My Silver Lining","1","1","215493","spotify:user:mrniaboc","2015-09-11T19:55:06Z"
"spotify:track:1R45EyWM83EVqPOrDWtZTG","On the Road Again - 2005 - Remaster","Canned Heat","Very Best Of Canned Heat","1","1","296333","spotify:user:mrniaboc","2015-09-11T19:56:01Z"
"spotify:track:5eS6dUL1WjRbAwZqvEBA0H","Ramblin' Man","Lemon Jelly","Lost Horizons","1","3","426173","spotify:user:128278286","2015-09-11T19:58:08Z"
"spotify:track:4OciRObYGzPzlU40U7YRc8","In the Aeroplane Over the Sea","Neutral Milk Hotel","In the Aeroplane Over the Sea","1","3","202346","spotify:user:12184019594","2015-09-11T20:02:36Z"
"spotify:track:7hdUxFqRnuX6j1xNu6eQ9B","See America Right","The Mountain Goats","Tallahassee","1","8","112200","spotify:user:1264248857","2015-09-11T20:17:51Z"
"spotify:track:6CEKntwndUlmWhSRflWA5X","Morning Train (Nine to Five)","Sheena Easton","Greatest Hits","1","1","200973","spotify:user:trinity3infinity","2015-09-11T20:03:54Z"
"spotify:track:0A4offEECQyYItWP5qygW8","Don't Leave","Faithless, Rollo, Sister Bliss","Reverence","1","2","241760","spotify:user:1217929062","2015-09-11T20:11:01Z"
"spotify:track:2MLHyLy5z5l5YRp7momlgw","Island In The Sun","Weezer","Weezer (Green Album)","1","4","200306","spotify:user:1217929062","2015-09-11T20:11:59Z"
"spotify:track:1qSaJYRaemrlTaArhhpBCS","Song Of Remembering","The Rentals","Lost In Alphaville","1","8","217116","spotify:user:trinity3infinity","2015-09-11T20:21:16Z"
"spotify:track:79A346lZcylKQYL20uZfmm","Around the World in 80 Seconds","Ozma","Boomtown","1","1","140320","spotify:user:trinity3infinity","2015-09-11T20:21:51Z"
