﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:1LclSylnnHUKdrCZjS0V6M","Dirty Money","Antibalas","Antibalas","1","1","375306","spotify:user:saschaishikawa","2016-07-14T21:18:45Z"
"spotify:track:1A7pz58VR2Lpc19c58QdSo","Road Rage","Catatonia","International Velvet","1","4","308386","spotify:user:alexbowyer","2016-07-15T08:49:54Z"
"spotify:track:46FgJ7S6sGOW3wWHmp9qwH","Marvellous","The Lightning Seeds","Jollification","1","6","331240","spotify:user:alexbowyer","2016-07-15T08:46:56Z"
"spotify:track:0GIfaHgivfBCV67eYF996A","P-Funk (Wants To Get Funked Up)","Parliament","Mothership Connection","1","1","461160","spotify:user:saschaishikawa","2016-07-14T21:18:18Z"
"spotify:track:0db30AactaXbRlW254Ac2g","Shégué","Mbongwana Star","From Kinshasa","1","2","317293","spotify:user:saschaishikawa","2016-07-14T21:05:51Z"
"spotify:track:0GJK22Q4PJcYq6za0shn7h","Colonial Mentality","Fela Kuti","Sorrow Tears and Blood","1","2","821733","spotify:user:saschaishikawa","2016-07-14T21:09:29Z"
"spotify:track:7ndelVxF4Y8K6xg8WXUVMV","I Alone","Live","Throwing Copper","1","3","231733","spotify:user:alexbowyer","2016-07-15T08:49:09Z"
"spotify:track:4YAYTOMpCmPVHlddJT6gSw","Excuse Me Mr.","No Doubt","Tragic Kingdom","1","2","184733","spotify:user:alexbowyer","2016-07-15T08:59:07Z"
"spotify:track:20abcpNIRjDmyFoAbFozil","Don't Marry Her","The Beautiful South","Blue Is The Colour","1","1","203293","spotify:user:alexbowyer","2016-07-15T09:00:07Z"
"spotify:track:5kDqGHyvDEvHgMRjQImFNq","New Dawn Fades - 2007 Remastered Version","Joy Division","Unknown Pleasures","1","5","291706","spotify:user:eatyourgreens","2016-07-15T09:41:26Z"
"spotify:track:5pS433WfKO8SVdAX3QYf0A","Wild Horses - Remastered","The Rolling Stones","Sticky Fingers (Remastered)","1","3","341773","spotify:user:eatyourgreens","2016-07-15T09:46:27Z"
"spotify:track:7wSco4c7DSaTvcrryRmy6S","The Sick Bed Of Cuchulainn","The Pogues","Rum Sodomy & The Lash (Expanded)","1","1","180346","spotify:user:eatyourgreens","2016-07-15T09:47:40Z"
"spotify:track:2dTCXpBj6YV0iZ8T4pxDuC","Spiralling","Keane","Perfect Symmetry","1","1","259274","spotify:user:becky1505","2016-07-15T09:53:24Z"
"spotify:track:0GRBFjza23Im7Xb16c9AaK","No Quarter","Led Zeppelin","Houses Of The Holy (Remastered)","1","7","422517","spotify:user:eatyourgreens","2016-07-15T09:53:55Z"
"spotify:track:5gFkAC68P66ZNVKXKjYtDm","Sunday Bloody Sunday - Remastered","U2","War (Deluxe Edition Remastered)","1","1","279440","spotify:user:becky1505","2016-07-15T09:55:08Z"
"spotify:track:2Y90nL1ohB4sgYELDs7uNx","Glory Days","Bruce Springsteen","Born In The U.S.A.","1","10","254733","spotify:user:becky1505","2016-07-15T09:55:48Z"
"spotify:track:4IaRxPHdzLJ78tm7lxg9M8","Gagarin","Public Service Broadcasting","The Race For Space","1","3","228623","spotify:user:astopy","2016-07-15T09:56:10Z"
"spotify:track:5aLF6osOkfrBXpAj6FEJhk","What's Your Name","Lynyrd Skynyrd","Street Survivors","1","1","213266","spotify:user:astopy","2016-07-15T09:56:10Z"
"spotify:track:4QySZtWymRGNgrwxZOODKF","Don't Look Back","Boston","Don't Look Back","1","1","360333","spotify:user:astopy","2016-07-15T09:56:10Z"
"spotify:track:5fpj84RsT9cOTfWUCxBTXu","Little Monster","Royal Blood","Royal Blood","1","6","212309","spotify:user:astopy","2016-07-15T09:56:10Z"
"spotify:track:6WPjjN0A7f4GUWiOZDb8Mp","29 Palms","Robert Plant","Fate Of Nations","1","5","291040","spotify:user:astopy","2016-07-15T09:56:10Z"
"spotify:track:3mtQQLpGwnIuYMgGADBlGz","Kerosene","Big Black","Atomizer (Remastered)","1","4","363906","spotify:user:eatyourgreens","2016-07-15T09:59:32Z"
"spotify:track:0v9JiebCBHgxQYxPFUHtj5","Mutt","blink-182","Enema Of The State","1","10","203800","spotify:user:becky1505","2016-07-15T10:00:50Z"
"spotify:track:6eTGxxQxiTFE6LfZHC33Wm","Hoppípolla","Sigur Rós, Jon Thor Birgisson, George Holm, Orri Páll Dýrason","Takk...","1","3","270013","spotify:user:becky1505","2016-07-15T10:07:38Z"
